ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
447,     6,     1,     4,     8,     6,     8,     8,     6,     5,     6,     2,     7,     4,     4,     5,     6,     6,     5,     2,     3
448,     4,     2,     2,     8,     5,     7,     6,     6,     2,    10,     8,     4,     9,     3,     6,     3,     9,     4,     3,     7
449,     3,     1,     3,     8,     1,     5,     9,     6,     2,     9,     7,     6,     4,     3,     6,     6,     7,     7,     4,     7
450,    10,     6,     8,    10,     8,     7,    10,     5,     5,     2,     1,     8,     5,     3,     3,     3,     3,     5,     5,     2
451,     5,     6,    10,     9,     0,    10,     5,     4,     7,     4,     0,     4,     3,     1,     3,     3,     9,     2,     0,     5
452,     9,     6,     7,     5,     8,     8,     9,     8,     6,     2,     3,     6,     5,     3,     0,     7,     1,     4,     4,     5
453,     4,     2,     6,     8,     7,     7,     7,     4,     4,     7,     0,     7,     6,     6,     3,     5,     5,     5,     5,     2
454,     6,     5,     9,     6,     0,     7,     3,     8,     8,     3,     0,     3,     4,     2,     3,     6,     7,     6,     1,     5
455,     9,     9,     9,     8,     9,     7,     9,     5,     8,     3,     2,     6,     4,     4,     5,     4,     1,     5,     5,     3
456,     6,     5,     5,     5,     8,     5,     8,     6,     5,     7,     1,     6,     4,     6,     3,     5,     6,     7,     6,     2
457,     2,     4,     1,     9,     0,     7,     7,     5,     0,     9,     7,     5,    10,     6,     8,     3,     8,     3,     5,     5
458,     9,     9,     7,     9,     9,     8,     9,     4,     6,     1,     3,     6,     4,     1,     3,     5,     0,     7,     3,     1
459,     5,     6,     7,     6,     0,     8,     4,     5,     9,     1,     0,     6,     0,     2,     1,     8,     7,     3,     1,     6
460,     4,     4,     2,     7,     2,     5,     8,     4,     2,    10,     8,     6,    10,     3,     3,     3,     5,     4,     4,     6
461,     1,     3,     0,     6,     2,     9,     6,     4,     0,    10,     8,     5,     5,     2,     7,     7,     7,     2,     4,     6
462,     2,     3,     2,    10,     3,     8,    10,     6,     2,    10,     8,     5,     8,     0,     7,     3,     7,     5,     4,     6
463,     2,     3,     0,     8,     4,     6,     9,     5,     2,     8,     9,     6,    10,     3,     4,     4,     9,     6,     3,     6
464,     5,     8,     9,     6,     1,     7,     6,     6,     7,     2,     0,     7,     3,     2,     2,     7,     8,     4,     1,     2
465,     3,     6,     8,     8,     0,     7,     5,     3,     9,     3,     1,     5,     1,     3,     1,     6,     7,     4,     0,     6
466,     3,     8,     8,     6,     0,     9,     3,     2,     8,     0,     0,     6,     4,     3,     3,     5,     8,     6,     2,     1
467,    10,     8,     8,     8,     7,     7,     5,     6,     3,     1,     2,     7,     4,     1,     0,     7,     3,     5,     2,     4
468,     4,     7,     9,     9,     0,     7,     5,     3,     6,     2,     0,     6,     4,     1,     2,     4,     9,     7,     0,     4
469,     8,     9,     7,     6,     7,     5,    10,     4,     2,     2,     4,     7,     2,     1,     2,     7,     1,     5,     5,     2
470,     3,     6,     7,     7,     0,     7,     2,     7,     7,     2,     1,     5,     3,     2,     5,     6,     6,     4,     0,     3
471,     5,     2,    10,     6,     7,     7,     7,     4,     3,     8,     1,     3,     4,     6,     4,     6,     6,     6,     6,     3
472,     4,     7,     8,     6,     0,     8,     5,     5,     9,     3,     3,     3,     3,     2,     2,     4,     8,     4,     1,     3
473,     3,     4,     7,     6,     9,     5,     5,     5,     7,     9,     2,     6,     4,     4,     4,     4,     9,     4,     6,     1
474,     3,     5,     8,     5,     0,     7,     2,     7,     8,     2,     0,     3,     2,     1,     1,     2,     9,     6,     0,     3
475,     4,     2,     5,     7,     3,     4,    10,     7,     0,     7,     6,     3,     3,     3,     6,     4,    10,     3,     5,     6
476,    10,     7,     9,     8,     7,     7,     7,     4,     7,     1,     2,     3,     2,     2,     2,     4,     2,     4,     7,     3
477,     9,     8,     7,     5,     0,     7,     4,     6,     8,     5,     1,     7,     2,     4,     1,     6,     6,     6,     0,     4
478,     4,     1,     1,     7,     4,     4,    10,     6,     0,     8,     8,     7,     9,     3,     5,     7,     8,     5,     6,     3
479,     5,     7,     9,     5,     0,     7,     6,     5,     7,     0,     0,     8,     2,     3,     4,     3,     6,     4,     0,     3
480,     6,     7,    10,     6,     0,     7,     4,     4,     9,     2,     1,     3,     3,     3,     5,     4,     8,     6,     1,     1
481,     2,     5,     9,     6,     0,     7,     6,     4,     8,     3,     2,     8,     2,     5,     3,     5,     7,     8,     0,     2
482,     8,     2,     7,     9,     5,     4,     7,     2,     5,     8,     2,     7,     3,     4,     6,     5,     7,     5,     8,     2
483,     6,     6,     8,     5,     0,     8,     6,     7,     6,     2,     2,     7,     3,     2,     3,     7,     7,     5,     0,     2
484,     9,     7,     5,     7,     9,     5,     6,     7,     1,     1,     5,     6,     5,     4,     2,     5,     2,     4,     7,     4
485,     1,     1,     2,     7,     2,     4,     8,     6,     1,     5,     9,     8,     6,     6,     5,     4,     9,     6,     7,     4
486,    10,     8,     4,     9,     9,     6,     6,     4,     3,     0,     3,     5,     4,     1,     1,     4,     2,     4,     6,     2
487,     1,     3,     2,     6,     0,     8,     8,     9,     0,     9,     7,     6,     5,     2,     7,     4,     8,     4,     7,     7
488,     9,    10,     8,     7,     9,     7,     7,     5,     5,     2,     1,     4,     4,     2,     1,     4,     2,     5,     4,     4
489,     5,     7,    10,     8,     0,     6,     4,     5,     7,     3,     2,     5,     2,     2,     4,     5,     7,     5,     0,     2
490,     7,     2,     7,     5,     5,     6,     6,     4,     4,     8,     3,     6,     4,     6,     4,     2,     9,     7,     5,     1
491,     4,     6,     9,     4,     0,    10,     5,     3,    10,     2,     1,     4,     4,     2,     5,     7,     6,     4,     0,     4
492,     6,     6,     9,     7,     0,     7,     4,     6,    10,     5,     0,     8,     6,     3,     2,     7,     8,     5,     0,     4
493,     1,     1,     2,     6,     3,     7,     9,     8,     1,     8,     9,     4,     8,     2,     8,     3,     7,     6,     2,     7
494,     3,     4,     8,     6,     0,     8,     2,     4,     7,     2,     2,     6,     2,     2,     2,     7,     7,     3,     1,     4
495,     8,     7,     7,     8,     8,     8,     9,     5,     6,     4,     4,     6,     4,     4,     2,     4,     0,     4,     2,     3
496,     9,     8,     8,     6,     8,     7,     5,     6,     4,     4,     2,     7,     4,     4,     2,     6,     3,     3,     6,     3
497,     4,     1,     5,     7,     5,     4,     9,     6,     2,     7,     9,     4,     8,     2,     3,     7,     7,     6,     3,     6
498,     4,     3,     9,     3,     9,     6,     8,     7,     7,     6,     2,     3,     4,     4,     2,     3,     5,     5,     4,     4
499,     1,     2,     0,     8,     3,     3,     9,     5,     1,     9,     8,     5,     8,     3,     6,     3,     7,     4,     7,     7
500,     7,     6,     9,     6,     0,     6,     5,     5,     7,     2,     3,     6,     4,     3,     7,     8,     7,     3,     0,     5
501,     4,     3,     7,     8,     5,     7,     9,     7,     2,     9,     0,     6,     5,     5,     2,     6,    10,     3,     5,     5
502,     4,     5,     9,     7,     7,     9,     7,     6,     5,     8,     1,     6,     5,     1,     4,     6,     7,     5,     4,     3
503,     2,     1,     2,     6,     4,     7,     9,     6,     1,     8,     8,     5,     8,     0,     9,     3,     8,     2,     3,     5
504,     2,     4,     1,     9,     3,     5,     6,     5,     1,    10,     6,     7,     6,     3,     6,     6,     8,     4,     6,     6
505,     7,     3,     5,     7,     5,     4,     7,     9,     3,     9,     1,     6,     5,     5,     6,     3,     9,     6,     5,     2
506,     3,     4,     3,     6,     4,     6,     5,     5,     0,     9,     8,     5,     6,     4,     5,     6,    10,     4,     4,     8
507,     2,     1,     0,     7,     3,     6,     9,     7,     1,    10,     9,     8,     9,     2,     4,     6,     6,     5,     5,     6
508,     4,     2,     4,     9,     5,     7,     5,     5,     8,     9,     2,     8,     2,     5,     2,     3,     5,     2,     7,     1
509,     3,     2,     8,     6,     6,     7,     6,     6,     6,     7,     1,     8,     3,     4,     2,     3,     7,     3,     5,     3
510,    10,    10,     7,     9,     9,     7,     9,     4,     3,     4,     1,     5,     3,     2,     1,     3,     0,     5,     4,     4
511,     1,     3,     3,    10,     0,     6,     8,     5,     0,     9,    10,     5,     5,     4,     4,     7,     8,     3,     3,     5
512,     1,     2,     1,    10,     3,     5,     9,     2,     0,    10,     7,     6,     9,     5,     6,     6,     5,     4,     5,     5
513,     6,     4,     9,     7,     0,    10,     7,     5,     8,     2,     1,     1,     0,     4,     2,     5,     9,     6,     0,     2
514,    10,    10,     8,     8,     7,     4,     7,     5,     3,     5,     2,     3,     5,     3,     5,     4,     0,     4,     4,     1
515,     2,     3,     2,     7,     1,     5,     8,     1,     0,     8,     9,     4,     8,     2,     9,     4,    10,     6,     6,     7
516,    10,     9,     5,     9,     9,     7,     8,     6,     6,     1,     1,     4,     5,     1,     2,     4,     1,     6,     4,     3
517,     3,     3,     7,    10,     4,     9,     8,     5,     4,    10,     1,     5,     4,     6,     4,     7,     6,     6,     6,     1
518,     2,     3,     2,     5,     3,     7,     9,     4,     0,     7,     5,     7,     6,     2,     5,     4,     9,     4,     6,     4
519,     4,     6,     8,     4,     0,     7,     4,     7,     7,     2,     0,     3,     3,     6,     5,     5,     8,     6,     0,     6
520,    10,     8,     6,     9,     9,     5,     5,     5,     5,     1,     3,     2,     5,     4,     3,     4,     2,     5,     5,     1
521,     9,    10,     7,     8,     8,     7,     7,     1,     7,     3,     0,     6,     7,     5,     2,     3,     1,     7,     6,     2
522,     2,     3,     7,     8,     5,     5,     4,     5,     3,     9,     2,     6,     2,     7,     4,     5,     6,     3,     4,     2
523,     3,     1,     1,     7,     2,     8,     9,     5,     1,    10,     6,     3,     9,     5,     5,     2,     5,     2,     6,     6
524,     3,     0,     3,     9,     3,     5,    10,     4,     2,     9,     8,     8,     9,     4,     3,     8,     8,     4,     7,     4
525,     3,     0,     4,     7,     4,     7,     5,     6,     6,     8,     2,     5,     3,     7,     2,     3,     7,     3,     6,     0
526,     9,     8,     7,    10,     8,     6,     8,     4,     6,     1,     1,     6,     6,     4,     3,     6,     2,     5,     6,     1
527,     3,     4,     9,     5,     6,     8,     7,     4,     6,     6,     2,     6,     5,     6,     6,     3,     9,     6,     2,     1
528,     2,     4,     1,    10,     1,     6,     8,     5,     2,     8,     9,     7,     8,     4,     7,     4,     8,     3,     7,     5
529,     2,     4,     1,     7,     1,     7,     9,     4,     0,    10,     8,     5,     7,     7,     8,     5,     9,     4,     9,     4
530,     4,     2,     9,     8,     6,     6,     6,     6,     5,     9,     2,     5,     5,     9,     2,     9,     8,     4,     6,     4
531,     4,     3,     8,     5,     4,     7,     4,     3,     5,    10,     3,     7,     3,     6,     1,     4,     5,     6,     2,     3
532,     6,     6,    10,     8,     0,     6,     2,     4,    10,     2,     0,     6,     2,     2,     3,     5,     7,     2,     0,     3
533,     3,     2,     5,     6,     6,     7,     6,     3,     5,     7,     1,     4,     4,     4,     2,     4,     7,     4,     6,     0
534,     6,     3,     8,     4,     0,     6,     8,     4,     8,     2,     1,     6,     5,     4,     1,     6,     9,     7,     1,     3
535,    10,     9,     8,     9,     8,     5,     9,     4,     5,     3,     4,     5,     4,     3,     3,     3,     2,     4,     6,     0
536,     3,     0,     2,     8,     4,     5,     6,     8,     0,     8,     9,     4,    10,     5,     4,     7,     8,     4,     4,     4
537,     1,     1,     4,     8,     0,     5,     8,     7,     1,     7,     7,     5,     8,     2,     6,     7,     7,     7,     4,     8
538,    10,     7,     7,     9,     7,     5,     7,     3,     3,     3,     1,     6,     4,     1,     2,     3,     2,     3,     3,     1
539,     2,     8,     7,     6,     0,     8,     4,     7,     8,     3,     1,     5,     3,     1,     0,     4,     7,     4,     0,     5
540,     8,     6,     6,     6,     9,     8,     9,     4,     4,     2,     5,     5,     2,     6,     2,     3,     1,     4,     6,     3
541,     1,     2,     3,     8,     1,     7,    10,     6,     1,     5,     9,     7,     9,     3,     8,     3,    10,     4,     6,     6
542,     9,     8,     4,     7,    10,     7,     9,     7,     6,     1,     1,     2,     0,     3,     4,     6,     1,     5,     5,     1
543,     9,    10,     8,     7,    10,     7,     6,     4,     5,     1,     2,     4,     2,     2,     1,     6,     0,    10,     8,     3
544,    10,     9,     8,     8,     9,     6,    10,     5,     6,     3,     3,     4,     4,     3,     1,     5,     0,     4,     4,     1
545,    10,     9,     7,     7,     9,     2,    10,     2,     6,     2,     3,     6,     4,     1,     3,     8,     0,     4,     8,     4
546,     1,     3,     2,     8,     2,     7,     9,     3,     0,     9,     9,     4,     8,     4,     4,     3,     8,     6,     8,     5
547,     3,     1,     5,     8,     1,     6,    10,     3,     1,     8,     8,     5,     7,     4,     5,     4,     7,     5,     6,     6
548,     8,     8,     9,     7,     7,     6,     8,     7,     4,     4,     2,     3,     2,     1,     1,     8,     0,     5,     4,     3
549,     2,     3,     2,     8,     3,     2,     6,     4,     2,    10,     8,     6,     8,     2,     4,     4,     9,     3,     4,     7
550,     9,    10,     8,     7,     8,     5,    10,     7,     6,     3,     1,     7,     4,     2,     2,     6,     1,     5,     4,     0
551,     1,     2,     3,     8,     2,     6,     9,     4,     2,     9,     6,     6,     6,     2,     8,     5,    10,     5,     4,     5
552,     9,     7,     7,     9,     9,     6,     8,     8,     5,     3,     2,     5,     2,     4,     3,     6,     0,     4,     6,     2
553,     4,     4,     2,     7,     1,     7,     7,     5,     0,     7,     9,     6,     6,     2,     3,     3,     8,     4,     6,     6
554,     2,     3,     2,     6,     1,     7,     9,     5,     1,     7,     8,     8,     4,     3,     5,     6,     7,     5,     5,     6
555,     9,     9,     9,     8,     9,     7,     7,     3,     4,     3,     0,     6,     4,     2,     4,     6,     1,     5,     6,     1
556,    10,     8,    10,     6,     8,     7,     3,     7,     7,     2,     1,     2,     2,     2,     2,     3,     0,     5,     4,     1
557,     5,     4,     9,     5,     0,     9,     6,     4,     6,     2,     0,     3,     1,     1,     1,     5,     7,     3,     1,     2
558,     3,     8,     8,     6,     0,     8,     2,     7,     8,     4,     2,     4,     4,     1,     1,     3,     7,     5,     1,     5
559,     1,     3,     1,     8,     1,     5,     8,     9,     1,     7,     8,     4,     5,     2,     7,     2,     8,     4,     5,     8
560,     4,     2,     3,     8,     3,     8,     9,     5,     0,     8,     6,     3,     6,     0,     5,     4,     8,     5,     3,     7
561,     6,     2,    10,     7,     0,     7,     5,     7,     8,     4,     0,     5,     4,     1,     5,     6,     6,     3,     0,     2
562,     6,     8,    10,     7,     0,     6,     4,     6,     8,     0,     0,     6,     0,     3,     2,     5,     9,     4,     0,     3
563,     5,     4,     7,     9,     6,     6,     7,     5,     7,     8,     5,     5,     3,     6,     3,     7,     4,     7,     3,     2
564,    10,     9,     9,     8,     8,     4,    10,     7,     4,     2,     2,     7,     6,     1,     3,     4,     0,     5,     1,     3
565,    10,     8,     9,     8,     9,     5,     8,     4,     4,     5,     2,     6,     5,     3,     2,     5,     1,     5,     7,     2
566,     2,     2,     1,     6,     5,     9,     8,     2,     0,     9,     8,     8,     4,     3,     4,     7,     7,     4,     4,     7
567,     5,     3,     7,     7,     5,     5,     9,     5,     6,     8,     3,     7,     1,     5,     6,     7,     5,     2,     5,     2
568,     1,     1,     2,     8,     1,     7,     8,     8,     0,     9,     9,     5,     6,     2,     7,     5,     6,     6,     3,     8
569,    10,     7,     6,     5,     7,     8,     9,     5,     5,     1,     5,     5,     4,     2,     3,     3,     1,     5,     5,     2
570,     6,     1,     5,     9,     9,     6,     7,     6,     5,     8,     4,     3,     5,     4,     1,     3,     7,     5,     8,     3
571,     9,    10,     5,     8,     8,     6,     7,     8,     6,     2,     1,     5,     4,     6,     3,     7,     1,     7,     5,     2
572,     3,     4,     6,     4,     7,     6,     8,     4,     7,     7,     4,     8,     6,     7,     3,     3,     6,     5,     4,     6
573,     5,     1,     4,     8,     7,     7,     5,     5,     4,     8,     4,     6,     6,     3,     3,     7,     7,     6,     7,     2
574,     2,     1,     1,     7,     3,     8,     7,     5,     0,    10,     9,     6,     7,     4,     6,     5,    10,     5,     5,     2
575,    10,     7,     8,     7,     7,     6,     6,     7,     4,     1,     2,     5,     3,     3,     0,     3,     0,     7,     4,     3
576,    10,     8,     7,     6,     9,     6,     9,     7,     7,     1,     3,     6,     2,     4,     2,     6,     0,     5,     6,     3
577,    10,    10,     9,     9,     9,     4,    10,     6,     5,     2,     2,     4,     4,     4,     2,     4,     0,     2,     4,     1
578,     5,     7,    10,     8,     1,     4,     2,     5,     9,     5,     0,     8,     3,     3,     6,     6,     9,     6,     0,     2
579,     1,     4,     1,     8,     3,     6,     7,     3,     0,     9,    10,     5,    10,     4,     4,     5,     9,     3,     6,     5
580,     5,     1,     6,     7,     5,     6,     8,     4,     4,     9,     3,     5,     4,     8,     3,     6,     5,     5,     7,     4
581,     5,     1,     5,     8,     7,     5,     7,     6,     4,    10,     1,     7,     4,     4,     5,     5,     9,     4,     3,     2
582,     2,     2,     1,     9,     3,     5,     7,     5,     0,     7,     8,     5,     6,     0,     7,     6,     7,     3,     4,     7
583,     1,     4,     3,     5,     2,     4,     9,     7,     2,     8,     6,     5,     6,     1,     8,     3,    10,     3,     5,     6
584,     2,     4,     1,     9,     1,     5,     8,     6,     1,     9,     9,     7,     9,     1,     8,     5,     7,     5,     5,     5
585,     6,     2,     6,     7,     8,     6,     7,     5,     5,     6,     0,     9,     2,     5,     1,     5,     9,     2,     8,     0
586,     2,     2,     4,     7,     3,     6,     9,     3,     1,     7,     8,     6,     7,     3,     6,     4,     8,     4,     6,     7
587,     6,     1,     8,     7,     6,     5,     7,     6,     5,     6,     3,     3,     3,     7,     6,     6,     7,     2,     3,     1
588,     0,     0,     1,     9,     3,     5,     8,     4,     3,     9,    10,     6,     7,     1,     5,     7,    10,     3,     7,     6
589,     4,     8,    10,     7,     1,     7,     4,     5,     9,     2,     0,     6,     4,     2,     3,     4,     9,     4,     0,     2
590,     5,     4,     6,     7,     6,     7,    10,     3,     4,     6,     2,     4,     5,     6,     1,     7,     8,     3,     5,     2
591,     3,     1,     2,     9,     0,     6,     8,     6,     1,     9,    10,     6,     7,     2,     6,     4,     6,     7,     5,     9
592,     2,     6,    10,     5,     0,     5,     5,     7,     7,     2,     0,     4,     2,     3,     3,     4,     7,     3,     0,     1
593,     6,     5,     9,     4,     0,     7,     2,     4,     9,     3,     2,     7,     5,     1,     7,     6,     6,     5,     2,     4
594,    10,     9,     8,     8,     8,    10,     9,     3,     4,     2,     3,     4,     2,     3,     0,     3,     1,     3,     3,     1
595,     9,     7,     8,     8,     8,     6,     6,     3,     4,     5,     2,     5,     5,     1,     1,     4,     3,     3,     5,     2
596,     4,     0,     0,     8,     2,     5,     5,     6,     3,     8,     8,     7,     5,     4,     7,     6,     7,     6,     6,     9
597,     3,     5,     8,     7,     0,     5,     2,     5,     8,     1,     1,     4,     1,     3,     2,     5,     9,     7,     0,     2
598,     1,     1,     1,     8,     2,     6,     9,     3,     0,     8,     8,     3,     8,     1,     5,     6,    10,     3,     5,     9
599,     9,     7,     8,     7,     7,     8,    10,     4,     5,     5,     1,     5,     3,     1,     4,     5,     1,     5,     6,     2
600,     5,     4,     9,     5,     0,     7,     6,     6,    10,     0,     0,     5,     4,     3,     2,     4,    10,     6,     0,     3
601,     2,     2,     3,     8,     5,     6,     6,     5,     1,     9,     8,     4,     6,     5,     8,     5,     7,     5,     1,     5
602,     9,     7,     7,     5,     9,     6,     9,     4,     5,     6,     0,     6,     4,     3,     2,     4,     2,     7,     5,     2
603,     0,     1,     3,    10,     1,     5,     9,     5,     0,     7,     9,     5,     6,     6,     7,     5,     7,     7,     4,     6
604,     1,     1,     4,     5,     2,     6,     8,     7,     1,    10,     8,     6,     8,     1,     5,     6,     8,     2,     4,     7
605,     0,     0,     3,    10,     3,     9,     7,     9,     2,     8,     6,     7,     7,     1,     8,     8,     7,     6,     5,     4
606,     4,     2,     8,     9,     5,     7,     9,     8,     6,     8,     0,     5,     3,     6,     2,     6,     7,     2,     6,     3
607,     5,     5,     3,     5,     5,     8,     5,     6,     2,     9,     3,     5,     5,     5,     3,     5,     7,     4,     6,     1
608,     3,     7,     9,     6,     0,     8,     4,     5,     6,     1,     1,     7,     4,     2,     2,     3,     8,     5,     1,     4
609,    10,    10,     7,     8,     8,     8,     7,     3,     3,     2,     4,     3,     4,     2,     1,     4,     0,     6,     6,     1
610,     5,     4,     7,     7,     6,     8,     7,     4,     5,     9,     1,     3,     4,     8,     7,     4,     9,     5,     6,     4
611,     6,     7,     8,     5,     6,     7,     7,     7,     3,     5,     0,     2,     4,     4,     5,     4,     7,     8,     5,     2
612,    10,     7,     7,     7,     9,     6,     6,     8,     7,     1,     1,     4,     5,     3,     2,     6,     0,     3,     6,     2
613,     2,     4,     0,     7,     1,     8,    10,     1,     1,     8,     6,     7,     7,     4,     5,     6,     8,     5,     6,     5
614,     0,     3,     2,     9,     3,     7,     6,     4,     2,     9,     8,     6,     8,     2,     7,     4,     7,     1,     6,     6
615,     4,     5,     9,     6,     0,     7,     5,     5,     8,     3,     2,     4,     3,     3,     3,     6,     8,     5,     0,     2
616,     4,     1,     3,     9,     2,     4,     6,     5,     1,     8,     9,     7,     7,     2,     7,     5,     5,     3,     4,     6
617,     3,     2,     1,     9,     4,     8,     7,     8,     1,     9,     9,     8,     8,     2,     5,     3,     8,     4,     4,     5
618,     9,     8,     7,     7,     9,     4,    10,     6,     5,     2,     3,     9,     4,     2,     2,     3,     2,     8,     9,     0
619,     4,     3,     6,     9,     8,     5,     4,     5,     5,     8,     2,     5,     2,     4,     3,     4,    10,     2,     5,     2
620,     1,     1,     2,     9,     3,     7,     6,     5,     3,     9,     7,     7,     7,     1,     7,     6,     6,     6,     4,     4
621,     5,     4,     7,     7,     5,     6,     7,     6,     7,    10,     1,     7,     3,     4,     3,     5,     7,     6,     5,     1
622,    10,     8,    10,    10,    10,    10,     8,     6,     5,     4,     1,     4,     4,     1,     2,     7,     2,     2,     5,     4
623,     5,     7,     8,     7,     0,     6,     2,     4,     8,     3,     1,     4,     2,     4,     4,     5,     9,     3,     2,     3
624,    10,     9,     6,     9,     4,     9,     9,     4,     5,     2,     3,     5,     4,     3,     1,     5,     1,     8,     5,     1
625,     0,     1,     2,     6,     1,     7,    10,     8,     0,     8,     9,     5,     7,     3,     6,     5,     8,     5,     3,     5
626,     4,     3,     1,     8,     4,     7,     6,     6,     1,     9,    10,     5,     4,     4,     8,     4,     6,     5,     7,     5
627,     0,     1,     2,     9,     3,     7,     9,     7,     1,     7,     7,     5,     7,     3,     3,     7,     8,     5,     3,     7
628,    10,     9,     8,     9,     8,     8,    10,     8,     3,     3,     2,     7,     4,     1,     1,     5,     0,     3,     4,     1
629,     3,     5,     6,     6,     4,     7,     7,     6,     5,     8,     2,     2,     1,     8,     5,     4,     8,     3,     5,     3
630,     6,     4,     8,     9,     7,     4,     9,     5,     4,     8,     1,     4,     5,     8,     2,     8,     6,     3,     5,     1
631,     5,     8,     9,     4,     0,    10,     4,     4,    10,     0,     1,     6,     1,     3,     3,     3,     9,     4,     0,     3
632,    10,    10,     6,     6,    10,     5,     8,     5,     6,     1,     3,     8,     4,     3,     1,     6,     0,     3,     4,     2
633,     6,     6,     9,     4,     0,     5,     4,     4,    10,     3,     2,     6,     4,     2,     4,     5,     6,     7,     1,     5
634,     9,     8,     8,     8,     7,     6,     9,     4,     7,     2,     1,     4,     2,     2,     2,     4,     0,     7,     3,     1
635,     5,     3,    10,     6,     0,     5,     3,     7,     9,     0,     0,     7,     3,     3,     2,     6,     7,     3,     1,     2
636,     3,     3,     2,     6,     2,     5,     9,     7,     1,     8,     8,     5,     7,     4,     7,     5,     6,     1,     7,     6
637,    10,     7,     8,     7,    10,     6,     7,     5,     5,     0,     1,     1,     4,     3,     5,     4,     2,     4,     5,     3
638,     0,     3,     1,     8,     1,     7,    10,     4,     1,    10,     9,     1,     4,     5,     6,     6,     8,     7,     6,     4
639,     1,     3,     2,    10,     0,     8,     9,     5,     1,    10,     8,     3,     9,     2,     7,     6,     8,     4,     5,     4
640,     7,     4,     6,     8,     4,     8,     7,     4,     5,     7,     2,     5,     4,     6,     4,     3,     5,     5,     5,     4
641,     2,     7,    10,     5,     0,     8,     7,     6,     9,     2,     1,     5,     4,     1,     6,     7,     7,     6,     0,     2
642,     2,     0,     5,     9,     6,     6,     7,     5,     3,     8,     1,     3,     3,     6,     2,     4,     5,     6,     7,     1
643,     7,     7,     8,     7,     0,     9,     6,     7,    10,     1,     0,     3,     2,     2,     4,     6,     9,     5,     1,     2
644,    10,     6,     5,     8,     7,     9,     8,     4,     5,     2,     3,     4,     4,     2,     2,     5,     0,     7,     5,     1
645,     0,     0,     2,     8,     3,     6,     8,     2,     3,     9,     8,     7,    10,     3,     6,     4,     9,     3,     5,     6
646,    10,     7,     4,     8,     7,    10,     7,     6,     2,     1,     3,     6,     4,     3,     1,     6,     0,     7,     7,     3
647,     8,     8,     7,     9,     6,     6,     9,     6,     3,     3,     1,     7,     5,     4,     1,     2,     0,     7,     7,     3
648,     4,     2,     3,    10,     2,     8,     7,     5,     2,    10,     7,     4,     7,     1,     8,     3,     7,     4,     2,     6
649,     9,     8,     9,     9,     8,     7,     9,     3,     5,     1,     1,     5,     6,     4,     2,     5,     1,     6,     4,     2
650,     6,     6,     9,     2,     0,     7,     5,     3,     8,     2,     2,     4,     5,     4,     2,     6,     8,     5,     0,     2
651,     3,     4,     9,     7,     0,     5,     3,     7,     7,     1,     0,     4,     2,     1,     3,     6,     9,     1,     0,     2
652,     5,     7,    10,     7,     0,     7,     4,     3,     9,     1,     0,     5,     3,     3,     5,     6,     8,     5,     0,     2
653,     2,     3,     5,     7,     5,     8,    10,     6,     4,     7,     3,     2,     5,     3,     2,     6,     8,     5,     5,     3
654,     5,     1,     9,     6,     4,     5,     5,     5,     4,    10,     3,     6,     3,     5,     5,     8,     6,     4,     4,     2
655,     2,     2,     3,     8,     4,     8,     6,     6,     1,     9,     8,     7,     8,     2,     7,     4,    10,     4,     5,     5
656,     5,     6,     9,     4,     0,     5,     5,     4,     7,     1,     0,     5,     3,     2,     2,     5,     6,     3,     0,     3
657,    10,     9,     8,     7,     6,     7,     7,     6,     7,     2,     1,     5,     6,     6,     2,     5,     2,     8,     4,     3
658,     4,     1,     8,     8,     6,     2,     7,     3,     5,     8,     1,     3,     5,     6,     5,     7,     6,     5,     3,     2
659,     7,     6,     8,     6,     1,     8,     4,     4,    10,     2,     2,     7,     3,     3,     4,     7,     7,     6,     2,     3
660,     6,     5,     7,     4,     1,     7,     4,     5,     9,     2,     3,     5,     2,     1,     3,     6,     6,     6,     0,     0
661,     4,     6,     8,     5,     1,     6,     3,     3,     7,     1,     1,     6,     1,     4,     4,     7,     5,     2,     0,     2
662,     3,     3,     6,     9,     8,     5,     7,     3,     4,     7,     3,     4,     2,     8,     0,     3,     5,     6,     6,     2
663,     6,     8,    10,     6,     0,     4,     3,     6,    10,     3,     0,     3,     2,     4,     2,     6,     6,     5,     0,     1
664,     4,     4,     9,     5,     7,     7,     8,     5,     7,     8,     2,     4,     5,     7,     5,     4,     9,     2,     3,     1
665,     4,     2,     5,     8,     8,     2,     2,     6,     5,     8,     1,     6,     7,     7,     4,     5,     8,     5,     8,     0
666,     2,     2,     1,     5,     3,     4,     9,     2,     1,     9,     7,     4,     7,     0,     5,     4,     9,     4,     7,     6
667,     7,     7,     9,     5,     0,     5,     3,     5,     6,     2,     0,     5,     3,     4,     2,     4,     8,     4,     0,     3
668,     2,     1,     1,     9,     3,     5,     7,     4,     3,    10,     6,     4,     8,     3,     6,     5,     8,     6,     7,     6
669,     7,     5,     7,     4,     7,     8,     6,     4,     3,     8,     2,     8,     3,     3,     2,     4,     7,     3,     4,     1
670,     9,     9,     8,     6,     9,     3,     9,     2,     7,     3,     2,     5,     6,     1,     3,     3,     0,     3,     5,     1
